KN811372.1	3583756	3583873	1	0.143500	10	0.00028	0.0013	0.9445	0.801
KN811372.1	4509305	4509519	1	0.152500	10	0.00093	0.016	0.18275	0.03025
KN811378.1	381375	381467	1	-0.178958	12	0.65	0.35	0.053958	0.23292
KN811379.1	10910	11519	1	0.139412	17	0.0064	0.045	0.84941	0.71
KN811385.1	1080078	1080150	0.33	-0.178889	18	2.1e-07	1.2e-05	0.023194	0.20208
KN811387.1	385509	385568	1	0.101000	10	0.036	0.15	0.71825	0.61725
KN811391.1	569588	569654	1	-0.232250	10	0.0004	0.0085	0.657	0.88925
KN811395.1	436435	436518	1	0.161500	10	0.00073	0.016	0.20725	0.04575
KN811395.1	704254	704315	1	0.101000	10	0.044	0.0042	0.392	0.291
KN811405.1	2755757	2755849	1	-0.103229	24	0.16	0.035	0.027083	0.13031
KN811407.1	486271	486399	1	0.101346	13	0.097	0.012	0.12635	0.025
KN811412.1	618219	618248	1	0.248250	10	0.0012	0.00039	0.6525	0.40425
KN811416.1	878797	878869	0.67	-0.178194	18	8.5e-07	2.5e-05	0.023194	0.20139
KN811437.1	138560	138684	1	-0.164500	10	0.0051	0.012	0.147	0.3115
KN811437.1	1020828	1020965	1	-0.218846	13	4e-06	4.1e-05	0.6275	0.84635
KN811440.1	93466	93515	1	0.175833	12	0.0012	0.013	0.70896	0.53312
KN811452.1	264208	264280	1	-0.157639	18	4.1e-05	0.00019	0.023194	0.18083
KN811455.1	791281	791387	1	0.117875	20	0.00031	0.014	0.232	0.11412
KN811457.1	550597	550751	1	0.110208	12	0.024	0.085	0.38521	0.275
KN811465.1	327745	328248	1	0.124000	10	0.068	0.19	0.6265	0.5025
KN811475.1	319290	319362	1	-0.177917	18	7.7e-07	5e-05	0.022778	0.20069
KN811475.1	474590	474623	1	0.114250	10	0.068	0.5	0.7375	0.62325
KN811478.1	998577	998607	1	0.113333	12	0.00016	0.0019	0.3325	0.21917
KN811487.1	609066	609127	1	0.103636	11	0.028	0.0077	0.30864	0.205
KN811502.1	850452	850482	1	0.109375	12	0.00015	0.00045	0.33792	0.22854
KN811529.1	983000	983049	1	0.175208	12	0.0013	0.013	0.70875	0.53354
KN811538.1	584359	584431	0.48	-0.179583	18	6.3e-08	1.8e-05	0.022917	0.2025
KN811546.1	1616360	1616390	1	0.111875	12	0.00054	0.007	0.34104	0.22917
KN811550.1	428041	428146	0.0015	0.335750	10	3.1e-08	5.6e-08	0.336	0.00025
KN811558.1	281997	282069	1	-0.140139	18	0.012	0.015	0.023194	0.16333
KN811583.1	129853	130361	1	0.105000	10	0.1	0.42	0.779	0.674
KN811586.1	185426	185498	1	0.117250	10	0.0035	0.0042	0.2695	0.15225
KN811604.1	645304	645398	1	0.128250	10	0.083	0.12	0.7705	0.64225
